Article ID,Title,Abstract,Title_p,Abstract_p,Date,contains_drug,contains_disease,contains_treatment,contains_symptom,contains_prevention,contains_healthcare_provider,contains_vaccine,contains_diagnosis
37951845,miR-455-5p promotes pathological cardiac remodeling via suppression of ,Pathological cardiac remodeling plays an essential role in the progression of ,promot patholog cardiac remodel via suppress,patholog cardiac remodel play essenti role progress,2023-11-11,False,True,False,False,False,False,False,False
37951797,Safety of bempedoic acid in patients at high cardiovascular risk and with statin ,BACKGROUND: Bempedoic acid is an oral adenosine triphosphate citrate lyase (ACL) ,safeti bempedo acid patient high cardiovascular risk statin,background bempedo acid oral adenosin triphosph citrat lyas acl,2023-10-31,False,True,True,False,False,False,False,False
37951758,Short duration of dual antiplatelet therapy following complex percutaneous ,INTRODUCTION AND AIM: The optimal composition and duration of antiplatelet ,short durat dual antiplatelet therapi follow complex percutan,introduct aim optim composit durat antiplatelet,2023-11-04,False,True,False,False,False,False,False,False
37951725,Rationale and design of the CONFIRM2 (Quantitative COroNary CT Angiography ,"BACKGROUND: In the last 15 years, large registries and several randomized ",rational design confirm2 quantit coronari ct angiographi,background last 15 year larg registri sever random,2023-11-09,False,True,False,False,False,False,False,False
37951656,Adolescent Onset of Acute Heart Failure.,Heart failure in adolescents can manifest due to a multitude of causes. ,adolesc onset acut heart failur,heart failur adolesc manifest due multitud caus,,False,True,True,True,True,False,False,True
37951640,Indications for Antibiotic Prophylaxis for Dentoalveolar Procedures.,Antibiotic prophylaxis is the use of antibiotics perioperatively to prevent ,indic antibiot prophylaxi dentoalveolar procedur,antibiot prophylaxi use antibiot periop prevent,,True,True,False,False,False,False,False,False
37951572,Mast Cells in the Autonomic Nervous System and Potential Role in Disorders with ,Mast cells (MC) are ubiquitous in the body and are critical for allergic ,mast cell autonom nervou system potenti role disord,mast cell mc ubiquit bodi critic allerg,2023-11-09,True,True,True,True,False,False,False,False
37951559,Advances in optical and electrochemical sensing of bisphenol a (BPA) utilizing ,Continuous exposure to toxic pollutants highlights the need for sensitive ,advanc optic electrochem sens bisphenol bpa util,continu exposur toxic pollut highlight need sensit,2023-11-10,False,True,False,False,False,False,False,False
37951545,The cross-sectional associations of chronic conditions and disability with ,"OBJECTIVE: Using cross-sectional data from the 2018 Health Survey for England, ",associ chronic condit disabl,object use data 2018 health survey england,2023-11-10,False,True,False,False,False,False,False,False
37951542,Trends in past-month cannabis use among US adults across a range of disabilities ,INTRODUCTION: While there is increasing interest in the use of cannabis to manage ,trend cannabi use among us adult across rang disabl,introduct increas interest use cannabi manag,2023-11-10,True,True,False,True,True,False,False,False
37951534,Can Perioperative Electroencephalogram and Adverse Hemodynamic Events Predict ,OBJECTIVE: To characterize pre- and postoperative continuous electroencephalogram ,periop electroencephalogram advers hemodynam event predict,object character postop continu electroencephalogram,2023-11-09,False,True,False,False,False,False,False,False
37951497,The mediator role of meaning in life in the life quality of patients with chronic ,PURPOSE: Heart failure (HF) is a highly recurrent disease with a high sudden ,mediat role mean life life qualiti patient chronic,purpos heart failur hf highli recurr diseas high sudden,2023-11-09,False,True,False,True,False,False,False,False
37951494,Sex Differences in the Development of Anthracycline-Associated Heart Failure.,BACKGROUND: Female sex is frequently cited as a risk factor for anthracycline ,sex differ develop heart failur,background femal sex frequent cite risk factor anthracyclin,2023-11-09,False,True,True,False,False,False,False,False
37951484,Transcatheter valvular interventions after heart transplantation: A systematic ,An increasing number of patients experience late valvular disease after heart ,transcathet valvular intervent heart transplant systemat,increas number patient experi late valvular diseas heart,2023-11-10,False,True,False,False,False,False,False,False
37951349,Impact of left heart disease risk factors on outcomes in pulmonary arterial ,BACKGROUND: Current guidelines recommend initial monotherapy for pulmonary ,impact left heart diseas risk factor outcom pulmonari arteri,background current guidelin recommend initi monotherapi pulmonari,2023-11-09,False,True,True,False,False,False,False,True
37951331,Cardiovascular Disease's Lonely-Hearts Club.,,cardiovascular diseas club,,2023-11-09,False,True,False,False,False,False,False,False
37951322,(18)F-FDG PET/CT in left ventricular assist device infections: in-depth ,BACKGROUND: Previous retrospective studies suggest a good diagnostic performance ,18 left ventricular assist devic infect,background previou retrospect studi suggest good diagnost perform,2023-11-09,False,True,False,False,False,False,False,True
37951304,"Ultrathin, biodegradable polymer-coated everolimus-eluting stents for patients ",The registry reports 3-year safety and clinical performance of the ultrathin ,ultrathin biodegrad stent patient,registri report safeti clinic perform ultrathin,2023-11-10,True,True,False,False,False,False,False,False
37951292,Combination therapy with moderate-intensity atorvastatin and ezetimibe versus ,"AIMS: Using rosuvastatin, the RACING (randomized comparison of efficacy and ",combin therapi atorvastatin ezetimib versu,aim use rosuvastatin race random comparison efficaci,2023-11-10,True,True,True,False,False,False,False,False
37951235,Heart-liver axis implications of the new steatotic liver disease nomenclature.,,axi implic new steatot liver diseas nomenclatur,,,False,True,False,False,False,False,False,False
37951210,Laser-Activatable In Situ Vaccine Enhances Cancer-Immunity Cycle.,The immune response in cancer reflects a series of carefully regulated events; ,situ vaccin enhanc cycl,immun respons cancer reflect seri care regul event,2023-11-11,False,True,False,False,False,False,True,False
37951044,Gut dysbiosis-related thrombosis in inflammatory bowel disease: Potential disease ,Patients with inflammatory bowel disease (IBD) have an increased risk of ,gut thrombosi inflammatori bowel diseas potenti diseas,patient inflammatori bowel diseas ibd increas risk,,False,True,True,False,False,False,False,True
37950995,Exogenous NADPH exerts a positive inotropic effect and enhances energy metabolism ,BACKGROUND: Therapies are urgently required to ameliorate pathological cardiac ,exogen nadph exert posit inotrop effect enhanc energi metabol,background therapi urgent requir amelior patholog cardiac,2023-11-09,False,True,True,False,False,False,False,False
37950925,An edge-device-compatible algorithm for valvular heart diseases screening using ,BACKGROUND AND OBJECTIVES: Detection and classification of heart murmur using ,algorithm valvular heart diseas screen use,background object detect classif heart murmur use,2023-11-04,False,True,False,False,False,False,False,False
37950919,Long-Term Blood Pressure Control After Hypertensive Pregnancy Following ,IMPORTANCE: Pregnancy hypertension results in adverse cardiac remodeling and ,blood pressur control hypertens pregnanc follow,import pregnanc hypertens result advers cardiac remodel,2023-11-11,False,True,False,False,False,True,False,False
37950913,Reversible ischemia and outcome after adjustment for coronary artery disease ,AIMS: To assess the potential association of reversible ischemia and Doppler ,revers ischemia outcom adjust coronari arteri diseas,aim assess potenti associ revers ischemia doppler,2023-11-10,False,True,False,False,False,False,False,False
37950893,Optimal Screening for Predicting and Preventing the Risk of Heart Failure Among ,Background: The optimal approach to identify individuals with diabetes who are at ,optim screen predict prevent risk heart failur among,background optim approach identifi individu diabet,2023-11-11,False,True,False,False,True,False,False,False
37950869,Integrative single-cell meta-analysis reveals disease-relevant vascular cell ,Coronary artery disease (CAD) is characterized by atherosclerotic plaque ,integr reveal vascular cell,coronari arteri diseas cad character atherosclerot plaqu,2023-11-09,False,True,False,False,False,False,False,False
37950859,Device-measured physical activity and cardiometabolic health: the Prospective ,"BACKGROUND AND AIMS: Physical inactivity, sedentary behaviour (SB), and ",physic activ cardiometabol health prospect,background aim physic inact sedentari behaviour sb,2023-11-10,False,True,False,False,False,False,False,False
37950833,Outcomes of left-sided heart valve surgery after heart transplantation: a ,"As the survival after heart transplantation (HTx) is steadily improving, an ",outcom heart valv surgeri heart transplant,surviv heart transplant htx steadili improv,2023-11-11,False,True,False,False,False,False,False,False
37950826,Assessment of left ventricular global longitudinal strain in patients with ,Impaired left ventricular global longitudinal strain (GLS) and coronary artery ,assess left ventricular global longitudin strain patient,impair left ventricular global longitudin strain gl coronari arteri,2023-11-11,False,True,False,False,False,False,False,False
37950803,Therapeutic potential of natural products in inflammation: underlying molecular ,"Chronic inflammation is a common underlying factor in many major diseases, ",therapeut potenti natur product inflamm underli molecular,chronic inflamm common underli factor mani major diseas,2023-11-11,True,True,True,False,False,False,False,False
37950789,Patient and Therapeutic Profiles of Pulmonary Hypertension in Chronic Lung ,INTRODUCTION: Pulmonary hypertension (PH) is often complicated by chronic lung ,patient therapeut profil pulmonari hypertens chronic lung,introduct pulmonari hypertens ph often complic chronic lung,2023-11-11,True,True,True,False,False,False,False,True
37950744,Natural Language Processing for Adjudication of Heart Failure in a Multicenter ,IMPORTANCE: The gold standard for outcome adjudication in clinical trials is ,natur languag process adjud heart failur multicent,import gold standard outcom adjud clinic trial,2023-11-11,False,True,False,False,False,True,True,False
37950632,Neutrophil counts and cardiovascular disease.,BACKGROUND AND AIMS: Anti-inflammatory trials have shown considerable benefits ,neutrophil count cardiovascular diseas,background aim trial shown consider benefit,2023-11-09,False,True,False,False,False,False,False,False
37950564,"Incidence, predictors, and prognostic impact of rehospitalization after ",AIMS: Despite rehospitalization being common after transcatheter aortic valve ,incid predictor prognost impact rehospit,aim despit rehospit common transcathet aortic valv,2023-11-09,False,True,False,False,False,False,False,False
37950490,Assessing turbulent effects in ascending aorta in presence of bicuspid aortic ,"Aortic valves with bicuspids have two rather than three leaflets, which is a ",assess turbul effect ascend aorta presenc bicuspid aortic,aortic valv bicuspid two rather three leaflet,2023-11-10,False,True,False,False,False,False,False,False
37950485,Animal Models of Type 2 Diabetes Complications: A Review.,"Diabetes mellitus is a multifactorial metabolic disease, of which type 2 diabetes ",anim model type 2 diabet complic review,diabet mellitu multifactori metabol diseas type 2 diabet,2023-11-10,False,True,False,False,False,False,False,False
37950462,Multidimensional Sleep Health Problems Across Middle and Older Adulthood Predict ,"BACKGROUND: Having multiple sleep problems is common in adulthood. Yet, most ",multidimension sleep health problem across middl older adulthood predict,background multipl sleep problem common adulthood yet,2023-11-09,False,True,False,True,False,False,False,False
37950452,20-Year follow-up and comparison of valved conduits used for right ventricular ,OBJECTIVES: Surgical repair of complex congenital heart defects with hypoplasia ,comparison valv conduit use right ventricular,object surgic repair complex congenit heart defect hypoplasia,2023-11-02,False,True,False,False,False,False,False,True
37950429,Fibroblast growth factor 23 independently predicts adverse outcomes after an ,AIMS: Abnormalities of mineral metabolism (MM) have been related to ,fibroblast growth factor 23 independ predict advers outcom,aim abnorm miner metabol mm relat,2023-11-10,False,True,False,False,False,False,False,False
37950320,Application of CO(2) clearance to estimate cardiac output in patients with ,,applic co 2 clearanc estim cardiac output patient,,2023-11-10,False,False,False,False,False,False,False,False
37950307,Noninvasive cardiac radioablation for ventricular tachycardia: dosimetric ,BACKGROUND: Few dosimetric comparisons have been published between linear ,noninvas cardiac radioabl ventricular tachycardia dosimetr,background dosimetr comparison publish linear,2023-11-10,False,False,True,False,False,False,False,False
37950295,Total arch replacement with frozen elephant trunk technique for Kommerell's ,BACKGROUND: Kommerell's diverticulum with a right-sided aortic arch and aberrant ,total arch replac frozen eleph trunk techniqu kommerel,background kommerel diverticulum aortic arch aberr,2023-11-10,False,False,False,False,False,False,False,False
37950282,Transcatheter mitral valve implantation with Tendyne System Ten Years since the ,BACKGROUND: Transcatheter mitral valve replacement (TMVR) using the Tendyne ,transcathet mitral valv implant tendyn system ten year sinc,background transcathet mitral valv replac tmvr use tendyn,2023-11-10,False,True,True,False,False,False,False,False
37950280,Concomitant minimally invasive surgery for tricuspid valve papillary ,BACKGROUND: It is very common for patients with newly diagnosed lung masses to ,concomit minim invas surgeri tricuspid valv papillari,background common patient newli diagnos lung mass,2023-11-10,False,True,True,False,False,False,False,False
37950265,Surgical repair of post myocardial infarction ventricular septal defect: a ,INTRODUCTION: Ventricular septal defect (VSD) is a mechanical complication of ,surgic repair post myocardi infarct ventricular septal defect,introduct ventricular septal defect vsd mechan complic,2023-11-10,False,True,True,True,False,False,False,True
37950258,Extracorporeal membrane oxygenation in paediatric cardiac surgery: 5-year single ,BACKGROUND: Extracorporeal membrane oxygenation (ECMO) has become an integral ,extracorpor membran oxygen paediatr cardiac surgeri singl,background extracorpor membran oxygen ecmo becom integr,2023-11-10,False,True,False,False,False,False,False,False
37950231,Kidney invasion occurred 2 years following liver transplantation for hepatic ,BACKGROUND: The organ most commonly invaded in echinococcosis is the liver; the ,kidney invas occur 2 year follow liver transplant hepat,background organ commonli invad echinococcosi liver,2023-11-10,True,True,True,False,True,False,False,True
37950216,"Effectiveness of a cardiac rehabilitation program on biomechanical, imaging, and ",BACKGROUND: Patients with heart failure with preserved ejection fraction (HFpEF) ,effect cardiac rehabilit program biomechan imag,background patient heart failur preserv eject fraction hfpef,2023-11-10,False,False,False,False,True,False,False,True
37950189,The optimal QTc selection in patients of acute myocardial infarction with poor ,"BACKGROUND: The predictive utility of QTc values, calculated through various ",optim qtc select patient acut myocardi infarct poor,background predict util qtc valu calcul variou,2023-11-10,False,False,False,False,False,False,False,True
37950184,Impact of capitation prepayment on the medical expenses and health service ,"BACKGROUND: Medical costs have been rising rapidly in recent years, and China is ",impact capit prepay medic expens health servic,background medic cost rise rapidli recent year china,2023-11-10,True,True,False,False,False,False,False,True
37950179,Machine learning-based risk models for procedural complications of radiofrequency ,BACKGROUND: Radiofrequency ablation (RFA) for atrial fibrillation (AF) is ,machin risk model procedur complic radiofrequ,background radiofrequ ablat rfa atrial fibril af,2023-11-10,False,False,False,True,False,False,False,False
37950168,Stigma manifestations in cardiomyopathy care impact outcomes for black patients: ,INTRODUCTION: Inequities in clinical care may contribute to racial disparities ,stigma manifest cardiomyopathi care impact outcom black patient,introduct inequ clinic care may contribut racial dispar,2023-11-10,False,True,False,True,False,False,False,True
37950166,Body Mass Index Asian populations category and stroke and heart disease in the ,BACKGROUND: A substantially elevated Body Mass Index (BMI) is one of the largest ,bodi mass index asian popul categori stroke heart diseas,background substanti elev bodi mass index bmi one largest,2023-11-10,False,True,False,False,False,False,False,False
37950149,Role of PPAR-related genes in chronic heart failure: evidence from large ,BACKGROUND: The role of PPAR signaling and its associated genes in the ,role gene chronic heart failur evid larg,background role ppar signal associ gene,2023-11-10,False,True,False,False,False,False,False,True
37950081,A novel cardiac magnetic resonance-based personalized risk stratification model ,OBJECTIVES: To explore individual weight of cardiac magnetic resonance (CMR) ,novel cardiac magnet person risk stratif model,object explor individu weight cardiac magnet reson cmr,2023-11-11,False,True,False,False,False,False,False,False
37950049,Protective effect of uridine on atrial fibrillation: a Mendelian randomisation ,"Uridine, a pyrimidine nucleoside, is crucial in the synthesis of metabolites. ",protect effect uridin atrial fibril mendelian randomis,uridin pyrimidin nucleosid crucial synthesi metabolit,2023-11-10,False,False,False,False,False,False,False,False
37949878,Cystatin C based estimation of chronic kidney disease and amyotrophic lateral ,Kidney function as part of metabolic changes could be associated with amyotrophic ,cystatin c base estim chronic kidney diseas amyotroph later,kidney function part metabol chang could associ amyotroph,2023-11-10,False,True,False,False,False,False,False,False
37949876,Risk prediction of inappropriate implantable cardioverter-defibrillator therapy ,We aimed to develop machine learning-based predictive models for identifying ,risk predict inappropri implant therapi,aim develop machin predict model identifi,2023-11-09,False,False,True,False,False,False,False,False
37949875,Metatranscriptome of human lung microbial communities in a cohort of mechanically ,The Omicron variant of the severe acute respiratory syndrome coronavirus 2 ,metatranscriptom human lung microbi commun cohort mechan,omicron variant sever acut respiratori syndrom coronaviru 2,2023-11-10,False,True,True,False,True,False,False,False
37949833,Role of Immune Cells in the Pathogenesis of Myocarditis.,Myocarditis is an inflammatory heart disease that mostly affects young people. ,role immun cell pathogenesi myocard,myocard inflammatori heart diseas mostli affect young peopl,2023-11-09,False,True,True,False,False,False,False,True
37949832,Automatic measurement of short-term variability of repolarization to indicate ,AIMS: An automated method for determination of short-term variability (STV) of ,automat measur variabl repolar indic,aim autom method determin variabl stv,2023-11-02,False,True,False,False,True,False,False,True
37949824,Heart failure in Africa: challenges of dealing with a heterogeneous syndrome in a ,,heart failur africa challeng deal heterogen syndrom,,2023-11-09,False,True,False,False,False,False,False,False
37949735,High-fat diet promotes coagulation and endothelial activation in Sprague Dawley ,"BACKGROUND: Combined oral contraceptives (COCs), use in individuals are ",diet promot coagul endotheli activ spragu dawley,background combin oral contracept coc use individu,2023-11-08,False,True,True,False,False,False,False,False
37949709,Dyslipidemia in adults with congenital heart disease: A systematic review and ,AIMS: Several particular characteristics of patients with congenital heart ,dyslipidemia adult congenit heart diseas systemat review,aim sever particular characterist patient congenit heart,2023-09-16,False,True,False,False,False,False,False,False
37949687,"Corrigendum to ""Low density lipoprotein receptor related protein 6 (LRP6) ",,corrigendum low densiti lipoprotein receptor relat protein 6 lrp6,,2023-11-09,False,True,False,False,False,False,False,False
37949661,Identification of concealed cardiomyopathy using next-generation sequencing-based ,AIMS: Idiopathic ventricular fibrillation (IVF) is a disease in which the cause ,identif conceal cardiomyopathi use,aim idiopath ventricular fibril ivf diseas caus,2023-11-02,False,True,False,False,True,False,False,True
37949630,Prevalence and factors associated with cognitive frailty in heart failure: a ,INTRODUCTION: Heart failure (HF) is a global health issue affecting millions of ,preval factor associ cognit frailti heart failur,introduct heart failur hf global health issu affect million,2023-11-10,False,False,False,False,False,False,False,False
37949624,"Gender disparities, causes and predictors of immediate and short-term ","OBJECTIVES: In this study, we aimed to identify the causes, predictors and gender ",gender dispar caus predictor immedi,object studi aim identifi caus predictor gender,2023-11-10,False,True,False,False,False,False,False,True
37949622,Design and rationale of the ATTRACTIVE trial: a randomised trial of intrAThrombus ,INTRODUCTION: ST-segment elevation myocardial infarction (STEMI) with high ,design rational attract trial randomis trial intrathrombu,introduct elev myocardi infarct stemi high,2023-11-10,False,True,True,False,False,False,False,False
37949621,The Canadian Study of Arterial Inflammation in Patients with Diabetes and Recent ,BACKGROUND: Inflammation is a key mediator in the development and progression of ,canadian studi arteri inflamm patient diabet recent,background inflamm key mediat develop progress,2023-11-10,True,True,True,False,False,False,False,False
37949620,Relationship between Framingham Cardiovascular Risk Score and cognitive ,"OBJECTIVE: The burden of cardiovascular risk factors is increasing in India, ",relationship framingham cardiovascular risk score cognit,object burden cardiovascular risk factor increas india,2023-11-10,False,True,False,False,False,False,False,False
37949614,Sex-specific difference in cardiac function in patients with systemic sclerosis: ,BACKGROUND: Cardiovascular involvement is one of the leading causes of mortality ,differ cardiac function patient system sclerosi,background cardiovascular involv one lead caus mortal,,False,True,True,False,False,False,False,False
37949560,Whole-body vibration exercise in the management of cardiovascular diseases: A ,BACKGROUND: Cardiovascular diseases (CVDs) are an important public health ,vibrat exercis manag cardiovascular diseas,background cardiovascular diseas cvd import public health,,False,True,False,False,False,False,False,False
37949541,Physiology and Intravascular Imaging Coregistration-Best of all Worlds?,Percutaneous coronary intervention is increasingly guided by coronary physiology ,physiolog intravascular imag world,percutan coronari intervent increasingli guid coronari physiolog,,False,True,True,False,False,False,False,False
37949540,Physiologic Assessment After Percutaneous Coronary Interventions and Functionally ,Coronary physiologic assessment has become a standard of care for patients with ,physiolog assess percutan coronari intervent function,coronari physiolog assess becom standard care patient,,False,True,False,False,False,False,False,False
37949539,Using Physiology Pullback for Percutaneous Coronary Intervention Guidance: Is ,"Modern coronary intervention requires integration of angiographic, physiologic, ",use physiolog pullback percutan coronari intervent guidanc,modern coronari intervent requir integr angiograph physiolog,,False,True,False,False,False,False,False,True
37949538,"What About All the Recent ""Negative"" FFR Trials?","During the past 30 years, fractional flow reserve (FFR) has moved from animal ",recent neg ffr trial,past 30 year fraction flow reserv ffr move anim,,False,True,True,False,False,False,False,False
37949537,Is Coronary Physiology Assessment Valid in Special Circumstances?: Aortic ,Fractional flow reserve (FFR) and nonhyperemic pressure ratios (NHPRs) provide an ,coronari physiolog assess valid special circumst aortic,fraction flow reserv ffr nonhyperem pressur ratio nhpr provid,,False,True,False,False,False,False,False,False
37949536,Coronary Physiology as Part of a State-of-the-Art Percutaneous Coronary ,The use of coronary physiology allows for rational decision making at the time of ,coronari physiolog part percutan coronari,use coronari physiolog allow ration decis make time,,False,True,True,False,False,False,False,False
37949535,Targeted Therapies for Microvascular Disease.,Coronary microvascular dysfunction (CMD) is a common cause of ischemia but no ,target therapi microvascular diseas,coronari microvascular dysfunct cmd common caus ischemia,,True,True,True,False,False,False,False,True
37949534,Nonhyperemic Pressure Ratios-All the Same or Nuanced Differences?,Fractional flow reserve (FFR) has become the gold standard for invasively ,nonhyperem pressur nuanc differ,fraction flow reserv ffr becom gold standard invas,,False,True,False,False,False,False,False,False
37949533,Beyond Coronary Artery Disease: Assessing the Microcirculation.,Ischemic heart disease (IHD) affects more than 20 million adults in the United ,beyond coronari arteri diseas assess microcircul,ischem heart diseas ihd affect 20 million adult unit,,False,True,True,False,False,False,False,True
37949532,Computed Tomography-Derived Physiology Assessment: State-of-the-Art Review.,Coronary computed tomography angiography (CCTA) and CCTA-derived fractional flow ,comput physiolog assess review,coronari comput tomographi angiographi ccta fraction flow,,False,True,False,False,False,False,False,False
37949531,Understanding the Basis for Hyperemic and Nonhyperemic Coronary Pressure ,Despite the now routine integration of invasive physiologic systems into coronary ,understand basi hyperem nonhyperem coronari pressur,despit routin integr invas physiolog system coronari,,False,False,False,False,False,False,False,False
37949520,The Aortic Team Model and Collaborative Decision Pathways for the Management of ,"Disease of the aortic arch, descending thoracic, or thoracoabdominal aorta ",aortic team model collabor decis pathway manag,diseas aortic arch descend thorac thoracoabdomin aorta,,False,True,True,False,False,False,False,True
37949466,Heartbeat: atrial fibrillation phenotyping identifies patients at high risk of ,,heartbeat atrial fibril phenotyp identifi patient high risk,,2023-11-10,False,True,False,False,False,False,False,False
37949354,"Patient preferences in Pulmonary Arterial Hypertension (PAH), a Latent Class ","OBJECTIVES: Pulmonary arterial hypertension (PAH) is a chronic, progressive ",patient prefer pulmonari arteri hypertens pah latent class,object pulmonari arteri hypertens pah chronic progress,2023-11-08,False,True,True,False,False,False,False,False
37949337,Longitudinal Strain Patterns in Stress (Takotsubo) Cardiomyopathy: Evidence of ,"BACKGROUND: Stress cardiomyopathy develops after abrupt sympathetic stimulation, ",longitudin strain pattern stress takotsubo cardiomyopathi evid,background stress cardiomyopathi develop abrupt sympathet stimul,2023-11-08,False,True,False,False,False,False,False,True
37949331,Targeting IL-11 system as a treatment of pulmonary arterial hypertension.,"IL-11 is linked to fibrotic diseases, but its role in pulmonary hypertension is ",target system treatment pulmonari arteri hypertens,link fibrot diseas role pulmonari hypertens,,True,True,True,False,False,False,False,False
37949293,Abnormal expression of sphingolipid-metabolizing enzymes in the heart of ,Sphingolipids exert important roles within the cardiovascular system and related ,abnorm express enzym heart,sphingolipid exert import role within cardiovascular system relat,2023-11-09,False,True,False,False,False,False,False,False
37949105,Impaired glucose tolerance and cardiovascular risk factors in relation to ,"STUDY QUESTION: Are impaired glucose tolerance (as measured by fasting glucose, ",impair glucos toler cardiovascular risk factor relat,studi question impair glucos toler measur fast glucos,2023-11-08,False,True,True,False,False,False,False,False
37949079,"[Pathophysiology, diagnosis, prognosis and treatment of pulmonary hypertension ",The pathophysiology of pulmonary hypertension associated with chronic lung ,pathophysiolog diagnosi prognosi treatment pulmonari hypertens,pathophysiolog pulmonari hypertens associ chronic lung,,True,True,True,True,False,False,False,True
37949078,[Pulmonary hypertension associated with left heart disease (group 2)].,"Patients with left heart disease (LHD) often display pulmonary hypertension (PH), ",pulmonari hypertens associ left heart diseas group 2,patient left heart diseas lhd often display pulmonari hypertens ph,,False,True,True,False,False,False,False,True
37949037,Predictive values of bilirubin for in-hospital adverse events in patients with ,PURPOSE: To investigate the association between serum bilirubin levels and ,predict valu bilirubin advers event patient,purpos investig associ serum bilirubin level,,False,False,True,False,False,False,False,False
37948924,[The Paris RACE registry].,"The Register of Cardiac Accidents of Endurance Races in Paris (RACE Paris), an ",pari race registri,regist cardiac accid endur race pari race pari,,False,False,False,False,False,False,False,False
37948923,[e-MUST Registry - Evaluation of prehospital medical management of STEMI in ,The e-MUST registry has continuously and comprehensively documented ST-segment ,registri evalu prehospit medic manag stemi,registri continu comprehens document,,False,False,False,False,False,False,False,True
37948885,Exploring the relationship between baseline health-related quality of life ,Holistic summary measures of health-related quality of life (HRQoL) could provide ,explor relationship baselin qualiti life,holist summari measur qualiti life hrqol could provid,2023-11-08,False,True,False,False,False,False,False,False
37948859,SGK1 is involved in doxorubicin-induced chronic cardiotoxicity and dysfunction ,"Breast cancer is the predominant cancer among women worldwide, and ",sgk1 involv chronic cardiotox dysfunct,breast cancer predomin cancer among women worldwid,,True,True,True,False,False,False,False,False
37948774,Development and validation of a sensitive and simple LC-MS/MS method for ,Pediatric heart failure (HF) is an important clinical disease with high ,develop valid sensit simpl method,pediatr heart failur hf import clinic diseas high,2023-10-30,True,True,True,False,False,False,False,False
37948731,THE ROLE OF NEUROHORMONAL FACTORS IN THE FORMATION OF A PATIENT'S CLINICAL ,OBJECTIVE: The aim: To determine the dynamics of galectin-3 in the formation of ,role neurohormon factor format patient clinic,object aim determin dynam format,,False,False,False,False,False,False,False,True
37948729,MATHEMATICAL MODEL FOR PREDICTING FASTING BLOOD GLUCOSE LEVEL IN DIABETES ,"OBJECTIVE: The aim: To substantiate the use of data on patients' lifestyle, ",mathemat model predict fast blood glucos level diabet,object aim substanti use data patient lifestyl,,False,True,False,False,True,False,False,False
37948719,MICROCIRCULATORY ALTERATIONS IN STABLE CORONARY ARTERY DISEASE PATIENTS WITH ,OBJECTIVE: The aim: To evaluate the alterations in microcirculation of stable ,microcirculatori alter stabl coronari arteri diseas patient,object aim evalu alter microcircul stabl,,False,True,False,False,False,False,False,False
37948707,FEATURES OF FUNCTIONING DISORDERS IN PATIENTS WITH STABLE ISCHEMIC HEART DISEASE.,OBJECTIVE: The aim: To reveal the peculiarities of functioning disorders in ,featur function disord patient stabl ischem heart diseas,object aim reveal peculiar function disord,,False,True,False,False,False,True,False,False
37948706,PREDICTION OF THE RISKS OF THE DEVELOPMENT OF COMORBIDITY OF CORONARY HEART ,OBJECTIVE: The aim: Study of prognostic possibilities of batokine complexes ,predict risk develop comorbid coronari heart,object aim studi prognost possibl batokin complex,,False,True,False,False,False,False,False,False
37948705,"CLINICAL, INSTRUMENTAL AND BIOCHEMICAL ASSOCIATIONS OF THE DEGREE OF PHYSICAL ","OBJECTIVE: The aim: To determine the clinical, instrumental and biochemical ",clinic instrument biochem associ degre physic,object aim determin clinic instrument biochem,,False,False,False,True,False,False,False,False
37948653,Journey to anticoagulant access following payer rejection of apixaban.,OBJECTIVES: To investigate the journey to oral anticoagulant (OAC) access ,journey anticoagul access follow payer reject apixaban,object investig journey oral anticoagul oac access,2023-11-01,True,False,True,False,False,False,False,True
37948630,Involvement of cardiac glycosides targeting Na/K-ATPase in their inhibitory ,Cardiac glycosides (CGs) have been used for decades to treat heart failure and ,involv cardiac glycosid target inhibitori,cardiac glycosid cg use decad treat heart failur,2023-11-08,True,True,True,False,False,False,False,False
37948590,Reappraisal of cardiovascular risk factors in patients with chronic ,Cardiovascular (CV) risk factors are important contributors to thrombotic risk in ,reapprais cardiovascular risk factor patient chronic,cardiovascular cv risk factor import contributor thrombot risk,,False,True,False,False,False,False,False,False
37948512,Transcriptomes and metabolism define mouse and human MAIT cell populations.,Mucosal-associated invariant T (MAIT) cells are a subset of T lymphocytes that ,transcriptom metabol defin mous human mait cell popul,invari mait cell subset lymphocyt,2023-11-10,False,True,False,False,False,False,True,False
37948428,The everolimus eluting Synergy Megatron(TM) drug-eluting stent platform: Early ,BACKGROUND: The Synergy Megatron(TM) is an everolimus-drug eluting stent that may ,everolimu elut synergi megatron tm stent platform earli,background synergi megatron tm elut stent may,2023-11-10,True,True,True,False,False,False,False,False
37948427,Early modelling of the effects and healthcare costs of the Dutch citizen-rescuer ,OBJECTIVES: 1) to analyse the total average healthcare costs of a patient with an ,earli model effect healthcar cost dutch,object 1 analys total averag healthcar cost patient,,False,False,False,False,False,False,False,False
37948388,Predicting incident cardiovascular disease among African-American adults: A deep ,The present study sought to leverage machine learning approaches to determine ,predict incid cardiovascular diseas among adult deep,present studi sought leverag machin learn approach determin,,False,True,False,False,True,False,False,False
